geoid,Tract Number,Neighborhood,Location,Latitude,Longitude,Census_Tract
06037552400,552400,Norwalk,"(33.8980945, -118.0517475)",33.8980945,-118.0517475,Census Tract 5524
06037552601,552601,Norwalk,"(33.8913085, -118.0776385)",33.8913085,-118.0776385,Census Tract 5526.01
06037552602,552602,Norwalk,"(33.8913005, -118.0641375)",33.8913005,-118.0641375,Census Tract 5526.02
06037552700,552700,Norwalk,"(33.898588, -118.073231)",33.898588,-118.073231,Census Tract 5527
06037552800,552800,Norwalk,"(33.8984565, -118.091186)",33.8984565,-118.091186,Census Tract 5528
06037552900,552900,Norwalk,"(33.8911535, -118.0911425)",33.8911535,-118.0911425,Census Tract 5529
06037553000,553000,Norwalk,"(33.8944915, -118.104017)",33.8944915,-118.104017,Census Tract 5530
06037553100,553100,Bellflower,"(33.889421, -118.1127025)",33.889421,-118.1127025,Census Tract 5531
06037553200,553200,Bellflower,"(33.905905, -118.121044)",33.905905,-118.121044,Census Tract 5532
06037553300,553300,Bellflower,"(33.9034715, -118.1384935)",33.9034715,-118.1384935,Census Tract 5533
06037553400,553400,Downey,"(33.9080855, -118.147922)",33.9080855,-118.147922,Census Tract 5534
06037553502,553502,Paramount,"(33.9000805, -118.151439)",33.9000805,-118.151439,Census Tract 5535.02
06037553503,553503,Paramount,"(33.9130005, -118.153897)",33.9130005,-118.153897,Census Tract 5535.03
06037553504,553504,Downey,"(33.907683, -118.153012)",33.907683,-118.153012,Census Tract 5535.04
06037553601,553601,Paramount,"(33.9075065, -118.1698565)",33.9075065,-118.1698565,Census Tract 5536.01
06037553602,553602,Paramount,"(33.9088955, -118.1644655)",33.9088955,-118.1644655,Census Tract 5536.02
06037553701,553701,Paramount,"(33.9043765, -118.1808955)",33.9043765,-118.1808955,Census Tract 5537.01
06037553702,553702,Paramount,"(33.8963275, -118.1827705)",33.8963275,-118.1827705,Census Tract 5537.02
06037553801,553801,Paramount,"(33.892694, -118.16875)",33.892694,-118.16875,Census Tract 5538.01
06037553802,553802,Paramount,"(33.8872045, -118.1740865)",33.8872045,-118.1740865,Census Tract 5538.02
06037553901,553901,Paramount,"(33.892811, -118.1513965)",33.892811,-118.1513965,Census Tract 5539.01
06037553902,553902,Paramount,"(33.8844935, -118.15349)",33.8844935,-118.15349,Census Tract 5539.02
06037554001,554001,Bellflower,"(33.898299, -118.1330425)",33.898299,-118.1330425,Census Tract 5540.01
06037554002,554002,Bellflower,"(33.891191, -118.1340245)",33.891191,-118.1340245,Census Tract 5540.02
06037554101,554101,Bellflower,"(33.8926795, -118.123279)",33.8926795,-118.123279,Census Tract 5541.01
06037554103,554103,Bellflower,"(33.899347, -118.1209575)",33.899347,-118.1209575,Census Tract 5541.03
06037554104,554104,Bellflower,"(33.8930155, -118.1193115)",33.8930155,-118.1193115,Census Tract 5541.04
06037554105,554105,Bellflower,"(33.8855435, -118.1212725)",33.8855435,-118.1212725,Census Tract 5541.05
06037554201,554201,Bellflower,"(33.883853, -118.1382725)",33.883853,-118.1382725,Census Tract 5542.01
06037554203,554203,Bellflower,"(33.880274, -118.1244275)",33.880274,-118.1244275,Census Tract 5542.03
06037554204,554204,Bellflower,"(33.8856885, -118.126066)",33.8856885,-118.126066,Census Tract 5542.04
06037554301,554301,Bellflower,"(33.8831365, -118.146945)",33.8831365,-118.146945,Census Tract 5543.01
06037554302,554302,Bellflower,"(33.872983, -118.1469185)",33.872983,-118.1469185,Census Tract 5543.02
06037554403,554403,Bellflower,"(33.873679, -118.1382425)",33.873679,-118.1382425,Census Tract 5544.03
06037554404,554404,Bellflower,"(33.8736955, -118.1295155)",33.8736955,-118.1295155,Census Tract 5544.04
06037554405,554405,Bellflower,"(33.8737165, -118.121205)",33.8737165,-118.121205,Census Tract 5544.05
06037554406,554406,Bellflower,"(33.8730215, -118.1121225)",33.8730215,-118.1121225,Census Tract 5544.06
06037554511,554511,Cerritos,"(33.8805125, -118.0376605)",33.8805125,-118.0376605,Census Tract 5545.11
06037554512,554512,Cerritos,"(33.8767845, -118.055207)",33.8767845,-118.055207,Census Tract 5545.12
06037554513,554513,Cerritos,"(33.8839755, -118.068399)",33.8839755,-118.068399,Census Tract 5545.13
06037554514,554514,Cerritos,"(33.873113, -118.0718865)",33.873113,-118.0718865,Census Tract 5545.14
06037554515,554515,Cerritos,"(33.8532505, -118.077109)",33.8532505,-118.077109,Census Tract 5545.15
06037554516,554516,Cerritos,"(33.85597, -118.067815)",33.85597,-118.067815,Census Tract 5545.16
06037554517,554517,Cerritos,"(33.8625445, -118.054959)",33.8625445,-118.054959,Census Tract 5545.17
06037554518,554518,Cerritos,"(33.8660225, -118.037583)",33.8660225,-118.037583,Census Tract 5545.18
06037554519,554519,Cerritos,"(33.8524445, -118.0548455)",33.8524445,-118.0548455,Census Tract 5545.19
06037554521,554521,Cerritos,"(33.872872, -118.0975195)",33.872872,-118.0975195,Census Tract 5545.21
06037554522,554522,Cerritos,"(33.8521495, -118.092538)",33.8521495,-118.092538,Census Tract 5545.22
06037554600,554600,Norwalk,"(33.8830775, -118.0889585)",33.8830775,-118.0889585,Census Tract 5546
06037554700,554700,Norwalk,"(33.884038, -118.075438)",33.884038,-118.075438,Census Tract 5547
06037554801,554801,Artesia,"(33.876682, -118.0829655)",33.876682,-118.0829655,Census Tract 5548.01
06037554802,554802,Artesia,"(33.8693975, -118.080643)",33.8693975,-118.080643,Census Tract 5548.02
06037554900,554900,Artesia,"(33.8596135, -118.079953)",33.8596135,-118.079953,Census Tract 5549
06037555001,555001,Lakewood,"(33.8439845, -118.09042)",33.8439845,-118.09042,Census Tract 5550.01
06037555002,555002,Lakewood,"(33.834986, -118.088393)",33.834986,-118.088393,Census Tract 5550.02
06037555102,555102,Lakewood,"(33.838749, -118.0769775)",33.838749,-118.0769775,Census Tract 5551.02
06037555103,555103,Lakewood,"(33.842454, -118.0655045)",33.842454,-118.0655045,Census Tract 5551.03
06037555104,555104,Lakewood,"(33.835133, -118.0655175)",33.835133,-118.0655175,Census Tract 5551.04
06037555202,555202,Long Beach,"(33.8213105, -118.0725155)",33.8213105,-118.0725155,Census Tract 5552.02
06037555211,555211,Hawaiian Gardens,"(33.8272315, -118.077266)",33.8272315,-118.077266,Census Tract 5552.11
06037555212,555212,Hawaiian Gardens,"(33.8268485, -118.067621)",33.8268485,-118.067621,Census Tract 5552.12
06037570001,570001,Lakewood,"(33.863656, -118.116728)",33.863656,-118.116728,Census Tract 5700.01
06037570002,570002,Lakewood,"(33.8646595, -118.1294745)",33.8646595,-118.1294745,Census Tract 5700.02
06037570003,570003,Lakewood,"(33.8646165, -118.1402795)",33.8646165,-118.1402795,Census Tract 5700.03
06037570100,570100,Long Beach,"(33.864586, -118.153281)",33.864586,-118.153281,Census Tract 5701
06037570202,570202,Long Beach,"(33.8798935, -118.1781265)",33.8798935,-118.1781265,Census Tract 5702.02
06037570203,570203,Long Beach,"(33.878324, -118.159982)",33.878324,-118.159982,Census Tract 5702.03
06037570204,570204,Long Beach,"(33.871521, -118.15561)",33.871521,-118.15561,Census Tract 5702.04
06037570301,570301,Long Beach,"(33.8721785, -118.1905275)",33.8721785,-118.1905275,Census Tract 5703.01
06037570303,570303,Long Beach,"(33.8606765, -118.191717)",33.8606765,-118.191717,Census Tract 5703.03
06037570304,570304,Long Beach,"(33.8571235, -118.1933885)",33.8571235,-118.1933885,Census Tract 5703.04
06037570402,570402,Long Beach,"(33.8678635, -118.1977305)",33.8678635,-118.1977305,Census Tract 5704.02
06037570403,570403,Long Beach,"(33.877836, -118.2047045)",33.877836,-118.2047045,Census Tract 5704.03
06037570404,570404,Long Beach,"(33.8770965, -118.1969205)",33.8770965,-118.1969205,Census Tract 5704.04
06037570501,570501,Long Beach,"(33.8682535, -118.1795615)",33.8682535,-118.1795615,Census Tract 5705.01
06037570502,570502,Long Beach,"(33.867406, -118.167641)",33.867406,-118.167641,Census Tract 5705.02
06037570601,570601,Long Beach,"(33.8563635, -118.1810925)",33.8563635,-118.1810925,Census Tract 5706.01
06037570602,570602,Long Beach,"(33.855556, -118.172465)",33.855556,-118.172465,Census Tract 5706.02
06037570603,570603,Long Beach,"(33.857059, -118.1620535)",33.857059,-118.1620535,Census Tract 5706.03
06037570701,570701,Lakewood,"(33.853702, -118.151119)",33.853702,-118.151119,Census Tract 5707.01
06037570702,570702,Lakewood,"(33.850709, -118.1594625)",33.850709,-118.1594625,Census Tract 5707.02
06037570800,570800,Lakewood,"(33.8535065, -118.1337395)",33.8535065,-118.1337395,Census Tract 5708
06037570901,570901,Lakewood,"(33.852278, -118.1081355)",33.852278,-118.1081355,Census Tract 5709.01
06037570902,570902,Lakewood,"(33.8536735, -118.120748)",33.8536735,-118.120748,Census Tract 5709.02
06037571000,571000,Lakewood,"(33.8395, -118.100555)",33.8395,-118.100555,Census Tract 5710
06037571101,571101,Lakewood,"(33.8432775, -118.1163045)",33.8432775,-118.1163045,Census Tract 5711.01
06037571102,571102,Lakewood,"(33.835982, -118.1163515)",33.835982,-118.1163515,Census Tract 5711.02
06037571200,571200,Long Beach,"(33.839673, -118.133678)",33.839673,-118.133678,Census Tract 5712
06037571300,571300,Lakewood,"(33.8397455, -118.149794)",33.8397455,-118.149794,Census Tract 5713
06037571400,571400,Lakewood,"(33.8335705, -118.158431)",33.8335705,-118.158431,Census Tract 5714
06037571502,571502,Long Beach,"(33.841848, -118.1845175)",33.841848,-118.1845175,Census Tract 5715.02
06037571503,571503,Long Beach,"(33.847923, -118.1706255)",33.847923,-118.1706255,Census Tract 5715.03
06037571504,571504,Long Beach,"(33.8397365, -118.1703035)",33.8397365,-118.1703035,Census Tract 5715.04
06037571600,571600,Long Beach,"(33.8495635, -118.18101)",33.8495635,-118.18101,Census Tract 5716
06037571701,571701,Long Beach,"(33.850557, -118.2002135)",33.850557,-118.2002135,Census Tract 5717.01
06037571703,571703,Long Beach,"(33.8490335, -118.1920015)",33.8490335,-118.1920015,Census Tract 5717.03
06037571704,571704,Long Beach,"(33.849558, -118.185987)",33.849558,-118.185987,Census Tract 5717.04
06037571800,571800,Long Beach,"(33.8349725, -118.19689)",33.8349725,-118.19689,Census Tract 5718
06037571900,571900,Long Beach,"(33.834097, -118.1768285)",33.834097,-118.1768285,Census Tract 5719
06037572001,572001,Long Beach,"(33.822661, -118.1761875)",33.822661,-118.1761875,Census Tract 5720.01
06037572002,572002,Long Beach,"(33.8228135, -118.1928235)",33.8228135,-118.1928235,Census Tract 5720.02
06037572100,572100,Long Beach,"(33.825389, -118.200738)",33.825389,-118.200738,Census Tract 5721
06037572201,572201,Long Beach,"(33.815305, -118.195057)",33.815305,-118.195057,Census Tract 5722.01
06037572202,572202,Long Beach,"(33.8080025, -118.193957)",33.8080025,-118.193957,Census Tract 5722.02
06037572301,572301,Long Beach,"(33.8185705, -118.2180885)",33.8185705,-118.2180885,Census Tract 5723.01
06037572302,572302,Long Beach,"(33.81528, -118.2103735)",33.81528,-118.2103735,Census Tract 5723.02
06037572400,572400,Long Beach,"(33.8226965, -118.210521)",33.8226965,-118.210521,Census Tract 5724
06037572500,572500,Long Beach,"(33.8168, -118.2184415)",33.8168,-118.2184415,Census Tract 5725
06037572600,572600,Long Beach,"(33.8081255, -118.213883)",33.8081255,-118.213883,Census Tract 5726
06037572700,572700,Long Beach,"(33.800743, -118.212552)",33.800743,-118.212552,Census Tract 5727
06037572800,572800,Long Beach,"(33.7971505, -118.2214735)",33.7971505,-118.2214735,Census Tract 5728
06037572900,572900,Long Beach,"(33.793533, -118.210846)",33.793533,-118.210846,Census Tract 5729
06037573002,573002,Long Beach,"(33.7934865, -118.1915465)",33.7934865,-118.1915465,Census Tract 5730.02
06037573003,573003,Long Beach,"(33.7935335, -118.202413)",33.7935335,-118.202413,Census Tract 5730.03
06037573004,573004,Long Beach,"(33.7934855, -118.196468)",33.7934855,-118.196468,Census Tract 5730.04
06037573100,573100,Long Beach,"(33.8007525, -118.197379)",33.8007525,-118.197379,Census Tract 5731
06037573201,573201,Long Beach,"(33.8007765, -118.185019)",33.8007765,-118.185019,Census Tract 5732.01
06037573202,573202,Long Beach,"(33.7934875, -118.185022)",33.7934875,-118.185022,Census Tract 5732.02
06037573300,573300,Long Beach,"(33.7948965, -118.1741585)",33.7948965,-118.1741585,Census Tract 5733
06037573401,573401,Long Beach,"(33.81157, -118.1783155)",33.81157,-118.1783155,Census Tract 5734.01
06037573402,573402,Signal Hill,"(33.800741, -118.169241)",33.800741,-118.169241,Census Tract 5734.02
06037573403,573403,Long Beach,"(33.7971065, -118.1586315)",33.7971065,-118.1586315,Census Tract 5734.03
06037573601,573601,Long Beach,"(33.8256225, -118.1353035)",33.8256225,-118.1353035,Census Tract 5736.01
06037573700,573700,Long Beach,"(33.825622, -118.107714)",33.825622,-118.107714,Census Tract 5737
06037573800,573800,Long Beach,"(33.825582, -118.1003275)",33.825582,-118.1003275,Census Tract 5738
06037574000,574000,Long Beach,"(33.8146265, -118.1024205)",33.8146265,-118.1024205,Census Tract 5740
06037574100,574100,Long Beach,"(33.814659, -118.1216115)",33.814659,-118.1216115,Census Tract 5741
06037574201,574201,Long Beach,"(33.8032905, -118.1296265)",33.8032905,-118.1296265,Census Tract 5742.01
06037574202,574202,Long Beach,"(33.801528, -118.1426875)",33.801528,-118.1426875,Census Tract 5742.02
06037574300,574300,Long Beach,"(33.799618, -118.116615)",33.799618,-118.116615,Census Tract 5743
06037574400,574400,Long Beach,"(33.8029685, -118.102423)",33.8029685,-118.102423,Census Tract 5744
06037574500,574500,Long Beach,"(33.7850495, -118.09909)",33.7850495,-118.09909,Census Tract 5745
06037574601,574601,Long Beach,"(33.781883, -118.1157115)",33.781883,-118.1157115,Census Tract 5746.01
06037574602,574602,Long Beach,"(33.7778535, -118.1077455)",33.7778535,-118.1077455,Census Tract 5746.02
06037574700,574700,Long Beach,"(33.778316, -118.118802)",33.778316,-118.118802,Census Tract 5747
06037574800,574800,Long Beach,"(33.7825585, -118.1276545)",33.7825585,-118.1276545,Census Tract 5748
06037574901,574901,Long Beach,"(33.7912135, -118.125115)",33.7912135,-118.125115,Census Tract 5749.01
06037574902,574902,Long Beach,"(33.790025, -118.1383855)",33.790025,-118.1383855,Census Tract 5749.02
06037575001,575001,Long Beach,"(33.794735, -118.147801)",33.794735,-118.147801,Census Tract 5750.01
06037575002,575002,Long Beach,"(33.7864875, -118.1413935)",33.7864875,-118.1413935,Census Tract 5750.02
06037575101,575101,Long Beach,"(33.788888, -118.162196)",33.788888,-118.162196,Census Tract 5751.01
06037575102,575102,Long Beach,"(33.7844105, -118.1621985)",33.7844105,-118.1621985,Census Tract 5751.02
06037575103,575103,Long Beach,"(33.786195, -118.153483)",33.786195,-118.153483,Census Tract 5751.03
06037575201,575201,Long Beach,"(33.786226, -118.1763345)",33.786226,-118.1763345,Census Tract 5752.01
06037575202,575202,Long Beach,"(33.78623, -118.170894)",33.78623,-118.170894,Census Tract 5752.02
06037575300,575300,Long Beach,"(33.786223, -118.185031)",33.786223,-118.185031,Census Tract 5753
06037575401,575401,Long Beach,"(33.7863985, -118.199662)",33.7863985,-118.199662,Census Tract 5754.01
06037575402,575402,Long Beach,"(33.786223, -118.1915435)",33.786223,-118.1915435,Census Tract 5754.02
06037575500,575500,Long Beach,"(33.7864955, -118.216506)",33.7864955,-118.216506,Census Tract 5755
06037575801,575801,Long Beach,"(33.7789725, -118.202434)",33.7789725,-118.202434,Census Tract 5758.01
06037575802,575802,Long Beach,"(33.7789625, -118.197209)",33.7789625,-118.197209,Census Tract 5758.02
06037575803,575803,Long Beach,"(33.778964, -118.1937175)",33.778964,-118.1937175,Census Tract 5758.03
06037575901,575901,Long Beach,"(33.7731395, -118.2018035)",33.7731395,-118.2018035,Census Tract 5759.01
06037575902,575902,Long Beach,"(33.7723135, -118.195205)",33.7723135,-118.195205,Census Tract 5759.02
06037576001,576001,Long Beach,"(33.7607185, -118.1929295)",33.7607185,-118.1929295,Census Tract 5760.01
06037576200,576200,Long Beach,"(33.7722415, -118.18653)",33.7722415,-118.18653,Census Tract 5762
06037576301,576301,Long Beach,"(33.7789675, -118.1886975)",33.7789675,-118.1886975,Census Tract 5763.01
06037576302,576302,Long Beach,"(33.7789715, -118.1828485)",33.7789715,-118.1828485,Census Tract 5763.02
06037576401,576401,Long Beach,"(33.778975, -118.178504)",33.778975,-118.178504,Census Tract 5764.01
06037576402,576402,Long Beach,"(33.778975, -118.174161)",33.778975,-118.174161,Census Tract 5764.02
06037576403,576403,Long Beach,"(33.7789755, -118.1698145)",33.7789755,-118.1698145,Census Tract 5764.03
06037576501,576501,Long Beach,"(33.7722045, -118.179118)",33.7722045,-118.179118,Census Tract 5765.01
06037576502,576502,Long Beach,"(33.7718495, -118.174028)",33.7718495,-118.174028,Census Tract 5765.02
06037576503,576503,Long Beach,"(33.7716165, -118.1698205)",33.7716165,-118.1698205,Census Tract 5765.03
06037576601,576601,Long Beach,"(33.7652045, -118.1796705)",33.7652045,-118.1796705,Census Tract 5766.01
06037576700,576700,Long Beach,"(33.76441139, -118.1605362)",33.76441139,-118.1605362,Census Tract 5767
06037576801,576801,Long Beach,"(33.7714375, -118.164174)",33.7714375,-118.164174,Census Tract 5768.01
06037576802,576802,Long Beach,"(33.7717065, -118.1578605)",33.7717065,-118.1578605,Census Tract 5768.02
06037576901,576901,Long Beach,"(33.7789715, -118.1643805)",33.7789715,-118.1643805,Census Tract 5769.01
06037576903,576903,Long Beach,"(33.7807795, -118.1567715)",33.7807795,-118.1567715,Census Tract 5769.03
06037576904,576904,Long Beach,"(33.777152, -118.157318)",33.777152,-118.157318,Census Tract 5769.04
06037577000,577000,Long Beach,"(33.7789585, -118.137556)",33.7789585,-118.137556,Census Tract 5770
06037577100,577100,Long Beach,"(33.7707995, -118.148066)",33.7707995,-118.148066,Census Tract 5771
06037577200,577200,Long Beach,"(33.76191605, -118.1491539)",33.76191605,-118.1491539,Census Tract 5772
06037577300,577300,Long Beach,"(33.75766847, -118.1383438)",33.75766847,-118.1383438,Census Tract 5773
06037577400,577400,Long Beach,"(33.762243, -118.135091)",33.762243,-118.135091,Census Tract 5774
06037577501,577501,Long Beach,"(33.7547985, -118.1215115)",33.7547985,-118.1215115,Census Tract 5775.01
06037577504,577504,Long Beach,"(33.75077078, -118.1235076)",33.75077078,-118.1235076,Census Tract 5775.04
06037577602,577602,Long Beach,"(33.7691845, -118.113192)",33.7691845,-118.113192,Census Tract 5776.02
06037577603,577603,Long Beach,"(33.7674355, -118.128335)",33.7674355,-118.128335,Census Tract 5776.03
06037577604,577604,Long Beach,"(33.7541115, -118.106384)",33.7541115,-118.106384,Census Tract 5776.04
06037599000,599000,Avalon,"(33.343563, -118.3300478)",33.343563,-118.3300478,Census Tract 5990
06037600100,600100,Westmont,"(33.9546155, -118.2959315)",33.9546155,-118.2959315,Census Tract 6001
06037600201,600201,Westmont,"(33.948816, -118.2970355)",33.948816,-118.2970355,Census Tract 6002.01
06037600202,600202,Westmont,"(33.942687, -118.300322)",33.942687,-118.300322,Census Tract 6002.02
06037600302,600302,Westmont,"(33.935471, -118.304648)",33.935471,-118.304648,Census Tract 6003.02
06037600303,600303,Westmont,"(33.935475, -118.2982525)",33.935475,-118.2982525,Census Tract 6003.03
06037600304,600304,Westmont,"(33.9354725, -118.2940895)",33.9354725,-118.2940895,Census Tract 6003.04
06037600400,600400,Westmont,"(33.938071, -118.3133435)",33.938071,-118.3133435,Census Tract 6004
06037600501,600501,Inglewood,"(33.9344525, -118.3220685)",33.9344525,-118.3220685,Census Tract 6005.01
06037600502,600502,Inglewood,"(33.928157, -118.3297925)",33.928157,-118.3297925,Census Tract 6005.02
06037600601,600601,Inglewood,"(33.941846, -118.3220505)",33.941846,-118.3220505,Census Tract 6006.01
06037600602,600602,Inglewood,"(33.941607, -118.3307755)",33.941607,-118.3307755,Census Tract 6006.02
06037600702,600702,Inglewood,"(33.951115, -118.330824)",33.951115,-118.330824,Census Tract 6007.02
06037600703,600703,Inglewood,"(33.958129, -118.336911)",33.958129,-118.336911,Census Tract 6007.03
06037600704,600704,Inglewood,"(33.9561975, -118.3242245)",33.9561975,-118.3242245,Census Tract 6007.04
06037600801,600801,Inglewood,"(33.9654475, -118.3221555)",33.9654475,-118.3221555,Census Tract 6008.01
06037600802,600802,Inglewood,"(33.9671535, -118.335259)",33.9671535,-118.335259,Census Tract 6008.02
06037600902,600902,Inglewood,"(33.971193, -118.3519265)",33.971193,-118.3519265,Census Tract 6009.02
06037600911,600911,Inglewood,"(33.978118, -118.3523905)",33.978118,-118.3523905,Census Tract 6009.11
06037600912,600912,Inglewood,"(33.97589, -118.3417805)",33.97589,-118.3417805,Census Tract 6009.12
06037601001,601001,Inglewood,"(33.9640175, -118.3486425)",33.9640175,-118.3486425,Census Tract 6010.01
06037601002,601002,Inglewood,"(33.9571955, -118.348273)",33.9571955,-118.348273,Census Tract 6010.02
06037601100,601100,Inglewood,"(33.949083, -118.3482325)",33.949083,-118.3482325,Census Tract 6011
06037601202,601202,Inglewood,"(33.949072, -118.357022)",33.949072,-118.357022,Census Tract 6012.02
06037601211,601211,Inglewood,"(33.962523, -118.357524)",33.962523,-118.357524,Census Tract 6012.11
06037601212,601212,Inglewood,"(33.956087, -118.356869)",33.956087,-118.356869,Census Tract 6012.12
06037601301,601301,Inglewood,"(33.9789525, -118.3639195)",33.9789525,-118.3639195,Census Tract 6013.01
06037601302,601302,Inglewood,"(33.9702715, -118.3630945)",33.9702715,-118.3630945,Census Tract 6013.02
06037601303,601303,Inglewood,"(33.973991, -118.3621355)",33.973991,-118.3621355,Census Tract 6013.03
06037601401,601401,Inglewood,"(33.9594575, -118.3702315)",33.9594575,-118.3702315,Census Tract 6014.01
06037601402,601402,Inglewood,"(33.951015, -118.3656995)",33.951015,-118.3656995,Census Tract 6014.02
06037601501,601501,Lennox,"(33.943628, -118.363495)",33.943628,-118.363495,Census Tract 6015.01
06037601502,601502,Lennox,"(33.940659, -118.363495)",33.940659,-118.363495,Census Tract 6015.02
06037601600,601600,Lennox,"(33.93469, -118.363465)",33.93469,-118.363465,Census Tract 6016
06037601700,601700,Lennox,"(33.9345775, -118.350415)",33.9345775,-118.350415,Census Tract 6017
06037601801,601801,Inglewood,"(33.9436365, -118.3504315)",33.9436365,-118.3504315,Census Tract 6018.01
06037601802,601802,Lennox,"(33.9400165, -118.350423)",33.9400165,-118.350423,Census Tract 6018.02
06037601900,601900,Inglewood,"(33.9416, -118.339395)",33.9416,-118.339395,Census Tract 6019
06037602002,602002,Hawthorne,"(33.9273185, -118.3395145)",33.9273185,-118.3395145,Census Tract 6020.02
06037602003,602003,Inglewood,"(33.9343385, -118.339381)",33.9343385,-118.339381,Census Tract 6020.03
06037602004,602004,Inglewood,"(33.934325, -118.330778)",33.934325,-118.330778,Census Tract 6020.04
06037602103,602103,Hawthorne,"(33.9285675, -118.356887)",33.9285675,-118.356887,Census Tract 6021.03
06037602104,602104,Hawthorne,"(33.928417, -118.348165)",33.928417,-118.348165,Census Tract 6021.04
06037602105,602105,Hawthorne,"(33.9200625, -118.348161)",33.9200625,-118.348161,Census Tract 6021.05
06037602106,602106,Hawthorne,"(33.92005, -118.359021)",33.92005,-118.359021,Census Tract 6021.06
06037602200,602200,Del Aire,"(33.92363, -118.369832)",33.92363,-118.369832,Census Tract 6022
06037602301,602301,Del Aire,"(33.905529, -118.365785)",33.905529,-118.365785,Census Tract 6023.01
06037602302,602302,Hawthorne,"(33.905468, -118.37252)",33.905468,-118.37252,Census Tract 6023.02
06037602402,602402,Hawthorne,"(33.9084995, -118.356812)",33.9084995,-118.356812,Census Tract 6024.02
06037602403,602403,Hawthorne,"(33.9130825, -118.3481235)",33.9130825,-118.3481235,Census Tract 6024.03
06037602404,602404,Hawthorne,"(33.905511, -118.3481055)",33.905511,-118.3481055,Census Tract 6024.04
06037602504,602504,Hawthorne,"(33.905557, -118.3373245)",33.905557,-118.3373245,Census Tract 6025.04
06037602505,602505,Hawthorne,"(33.905555, -118.341668)",33.905555,-118.341668,Census Tract 6025.05
06037602506,602506,Hawthorne,"(33.9073785, -118.3308455)",33.9073785,-118.3308455,Census Tract 6025.06
06037602507,602507,Hawthorne,"(33.9037475, -118.330837)",33.9037475,-118.330837,Census Tract 6025.07
06037602508,602508,Hawthorne,"(33.9128105, -118.3395105)",33.9128105,-118.3395105,Census Tract 6025.08
06037602509,602509,Hawthorne,"(33.917666, -118.335149)",33.917666,-118.335149,Census Tract 6025.09
06037602600,602600,Gardena,"(33.9091925, -118.3177665)",33.9091925,-118.3177665,Census Tract 6026
06037602700,602700,Hawthorne,"(33.9236775, -118.3177205)",33.9236775,-118.3177205,Census Tract 6027
06037602801,602801,Athens,"(33.9273235, -118.3002815)",33.9273235,-118.3002815,Census Tract 6028.01
06037602802,602802,Athens,"(33.920228, -118.3002815)",33.920228,-118.3002815,Census Tract 6028.02
06037602900,602900,Gardena,"(33.908722, -118.304711)",33.908722,-118.304711,Census Tract 6029
06037603001,603001,Gardena,"(33.9016845, -118.2960225)",33.9016845,-118.2960225,Census Tract 6030.01
06037603004,603004,Gardena,"(33.892234, -118.2960665)",33.892234,-118.2960665,Census Tract 6030.04
06037603005,603005,Gardena,"(33.8982925, -118.304751)",33.8982925,-118.304751,Census Tract 6030.05
06037603006,603006,Gardena,"(33.8910355, -118.3042245)",33.8910355,-118.3042245,Census Tract 6030.06
06037603101,603101,Gardena,"(33.88692, -118.2954995)",33.88692,-118.2954995,Census Tract 6031.01
06037603102,603102,Gardena,"(33.877144, -118.295371)",33.877144,-118.295371,Census Tract 6031.02
06037603200,603200,Gardena,"(33.869186, -118.2998365)",33.869186,-118.2998365,Census Tract 6032
06037603301,603301,Gardena,"(33.8843295, -118.3064395)",33.8843295,-118.3064395,Census Tract 6033.01
06037603302,603302,Gardena,"(33.877386, -118.306193)",33.877386,-118.306193,Census Tract 6033.02
06037603400,603400,Gardena,"(33.8932645, -118.313471)",33.8932645,-118.313471,Census Tract 6034
06037603500,603500,Gardena,"(33.898302, -118.3199915)",33.898302,-118.3199915,Census Tract 6035
06037603600,603600,Gardena,"(33.888753, -118.3221555)",33.888753,-118.3221555,Census Tract 6036
06037603702,603702,Alondra Park,"(33.885925, -118.335435)",33.885925,-118.335435,Census Tract 6037.02
06037603703,603703,Hawthorne,"(33.898292, -118.339779)",33.898292,-118.339779,Census Tract 6037.03
06037603704,603704,Hawthorne,"(33.8982975, -118.330837)",33.8982975,-118.330837,Census Tract 6037.04
06037603801,603801,Lawndale,"(33.898542, -118.348093)",33.898542,-118.348093,Census Tract 6038.01
06037603802,603802,Lawndale,"(33.890992, -118.348088)",33.890992,-118.348088,Census Tract 6038.02
06037603900,603900,Lawndale,"(33.8948405, -118.360618)",33.8948405,-118.360618,Census Tract 6039
06037604001,604001,Lawndale,"(33.8837445, -118.356835)",33.8837445,-118.356835,Census Tract 6040.01
06037604002,604002,Lawndale,"(33.8765055, -118.3568285)",33.8765055,-118.3568285,Census Tract 6040.02
06037604100,604100,Lawndale,"(33.880805, -118.34807)",33.880805,-118.34807,Census Tract 6041
06037609900,609900,San Pedro,"(33.741006, -118.302932)",33.741006,-118.302932,Census Tract 6099
06037620001,620001,El Segundo,"(33.9275455, -118.4037575)",33.9275455,-118.4037575,Census Tract 6200.01
06037620002,620002,El Segundo,"(33.91999, -118.4047515)",33.91999,-118.4047515,Census Tract 6200.02
06037620101,620101,El Segundo,"(33.927506, -118.4199925)",33.927506,-118.4199925,Census Tract 6201.01
06037620102,620102,El Segundo,"(33.9199625, -118.418878)",33.9199625,-118.418878,Census Tract 6201.02
06037620201,620201,Manhattan Beach,"(33.90297816, -118.4197145)",33.90297816,-118.4197145,Census Tract 6202.01
